Timestamp;QPU;Fid_Media_1Q_%;Fid_Media_2Q_%;Fid_Lectura_%
2026-05-16 07:42:07;Forte 1;N/A;98.67;99.61
2026-05-16 19:42:11;Cepheus-1-108Q;96.44;91.69;94.01
2026-05-16 19:42:11;Garnet;99.86;98.49;97.67
2026-05-16 19:42:11;Forte 1;N/A;98.67;99.61
2026-05-17 07:42:15;Cepheus-1-108Q;97.4;92.73;94.06
2026-05-17 07:42:15;Garnet;99.79;98.56;96.95
2026-05-17 07:42:15;Forte 1;N/A;98.67;99.61
2026-05-17 19:42:18;Cepheus-1-108Q;97.4;92.02;94.44
2026-05-17 19:42:18;Garnet;99.91;99.09;97.85
2026-05-17 19:42:18;Forte 1;N/A;98.67;99.61
2026-05-18 07:42:22;Cepheus-1-108Q;97.42;92.8;94.39
2026-05-18 07:42:22;Garnet;99.86;98.56;97.68
2026-05-18 07:42:22;Forte 1;N/A;98.67;99.61
2026-05-18 19:42:26;Cepheus-1-108Q;97.4;91.77;94.08
2026-05-18 19:42:26;Garnet;99.91;99.1;98.03
2026-05-18 19:42:26;Forte 1;N/A;98.67;99.61
2026-05-19 07:42:30;Cepheus-1-108Q;96.93;92.32;94.31
2026-05-19 07:42:30;Garnet;99.91;98.89;97.95
2026-05-19 07:42:30;Forte 1;N/A;98.67;99.61
2026-05-19 19:42:34;Cepheus-1-108Q;96.93;90.97;94.51
2026-05-19 19:42:34;Garnet;99.86;98.72;97.77
2026-05-19 19:42:34;Forte 1;N/A;98.67;99.61
2026-05-20 07:42:37;Cepheus-1-108Q;97.37;91.79;94.39
2026-05-20 07:42:37;Garnet;99.81;98.64;97.62
2026-05-20 07:42:37;Forte 1;N/A;98.67;99.61
2026-05-20 19:42:41;Cepheus-1-108Q;95.52;93.19;94.24
2026-05-20 19:42:41;Garnet;99.89;98.82;97.95
2026-05-20 19:42:41;Forte 1;N/A;98.67;99.61
2026-05-21 07:42:45;Cepheus-1-108Q;97.37;91.55;94.34
2026-05-21 07:42:45;Garnet;99.91;99.03;97.59
2026-05-21 07:42:45;Forte 1;N/A;98.67;99.61
2026-05-21 19:42:49;Cepheus-1-108Q;96.89;91.86;93.96
2026-05-21 19:42:49;Garnet;99.89;98.93;97.98
2026-05-21 19:42:49;Forte 1;N/A;98.67;99.61
2026-05-22 07:42:53;Cepheus-1-108Q;96.42;92.68;93.84
2026-05-22 07:42:53;Garnet;99.91;99.12;97.82
2026-05-22 07:42:53;Forte 1;N/A;98.67;99.61
2026-05-22 19:42:57;Cepheus-1-108Q;95.5;92.46;94.09
2026-05-22 19:42:57;Garnet;99.92;99.11;97.72
2026-05-22 19:42:57;Forte 1;N/A;98.67;99.61
2026-05-23 07:43:01;Cepheus-1-108Q;96.46;91.35;94.45
2026-05-23 07:43:01;Garnet;99.9;98.86;97.54
2026-05-23 07:43:01;Forte 1;N/A;98.67;99.61
2026-05-23 19:43:05;Cepheus-1-108Q;95.98;92.17;94.47
2026-05-23 19:43:05;Garnet;99.89;98.9;97.54
2026-05-23 19:43:05;Forte 1;N/A;98.67;99.61
2026-05-24 07:43:09;Cepheus-1-108Q;97.36;91.87;94.32
2026-05-24 07:43:09;Garnet;99.87;98.78;97.9
2026-05-24 07:43:09;Forte 1;N/A;98.67;99.61
2026-05-24 19:43:13;Cepheus-1-108Q;96.9;91.54;94.4
2026-05-24 19:43:13;Garnet;99.86;98.92;97.85
2026-05-24 19:43:13;Forte 1;N/A;98.67;99.61
2026-05-25 07:43:17;Cepheus-1-108Q;96.94;91.67;94.15
2026-05-25 07:43:17;Garnet;99.87;98.86;97.47
2026-05-25 07:43:17;Forte 1;N/A;98.67;99.61
2026-05-25 19:43:21;Cepheus-1-108Q;97.83;92.59;93.86
2026-05-25 19:43:21;Garnet;99.88;98.91;97.87
2026-05-25 19:43:21;Forte 1;N/A;98.67;99.61
2026-05-26 07:43:24;Cepheus-1-108Q;96.44;92.25;94.34
2026-05-26 07:43:24;Garnet;99.88;98.86;97.96
2026-05-26 07:43:24;Forte 1;N/A;98.67;99.61
2026-05-26 19:43:28;Cepheus-1-108Q;96.89;91.86;94.56
2026-05-26 19:43:28;Garnet;99.88;98.97;97.73
2026-05-26 19:43:28;Forte 1;N/A;98.67;99.61
2026-05-27 07:43:32;Cepheus-1-108Q;96.93;91.57;94.25
2026-05-27 07:43:32;Garnet;99.85;98.96;97.36
2026-05-27 07:43:32;Forte 1;N/A;98.67;99.61
2026-05-27 19:43:35;Cepheus-1-108Q;96.45;91.65;94.35
2026-05-27 19:43:35;Garnet;99.86;98.87;97.39
2026-05-27 19:43:35;Forte 1;N/A;98.67;99.61
2026-05-28 07:43:39;Cepheus-1-108Q;97.34;91.65;93.98
2026-05-28 07:43:39;Garnet;99.67;98.17;96.18
2026-05-28 07:43:39;Forte 1;N/A;98.67;99.61
2026-05-28 19:43:43;Cepheus-1-108Q;96.66;91.76;94.15
2026-05-28 19:43:43;Garnet;99.88;98.94;97.5
2026-05-28 19:43:43;Forte 1;N/A;98.67;99.61
2026-05-29 07:43:47;Cepheus-1-108Q;97.24;91.94;94.19
2026-05-29 07:43:47;Garnet;99.87;98.74;97.36
2026-05-29 07:43:47;Forte 1;N/A;98.67;99.61
2026-05-29 19:43:50;Cepheus-1-108Q;97.24;91.28;93.99
2026-05-29 19:43:50;Garnet;99.66;96.9;97.11
2026-05-29 19:43:50;Forte 1;N/A;98.67;99.61
2026-05-30 07:43:54;Cepheus-1-108Q;96.45;91.68;94.04
2026-05-30 07:43:54;Garnet;99.83;98.08;97.14
2026-05-30 07:43:54;Forte 1;N/A;98.67;99.61
2026-05-30 19:43:58;Cepheus-1-108Q;96.92;91.91;94.21
2026-05-30 19:43:58;Garnet;99.76;98.36;96.71
2026-05-30 19:43:58;Forte 1;N/A;98.67;99.61
2026-05-31 07:44:02;Cepheus-1-108Q;96.9;90.99;94.33
2026-05-31 07:44:02;Garnet;99.89;99.03;97.79
2026-05-31 07:44:02;Forte 1;N/A;98.67;99.61
2026-05-31 19:44:06;Cepheus-1-108Q;96.4;90.81;94.39
2026-05-31 19:44:06;Garnet;99.85;98.68;97.35
2026-05-31 19:44:06;Forte 1;N/A;98.67;99.61
2026-06-01 07:44:09;Cepheus-1-108Q;96.45;91.55;93.9
2026-06-01 07:44:09;Garnet;99.87;98.89;97.49
2026-06-01 07:44:09;Forte 1;N/A;98.67;99.61
2026-06-01 19:44:13;Cepheus-1-108Q;96.45;91.72;94.25
2026-06-01 19:44:13;Garnet;99.89;98.9;97.61
2026-06-01 19:44:13;Forte 1;N/A;98.67;99.61
2026-06-02 07:44:17;Cepheus-1-108Q;97.33;91.07;94.32
2026-06-02 07:44:17;Garnet;99.88;98.9;97.33
2026-06-02 07:44:17;Forte 1;N/A;98.67;99.61
2026-06-02 19:44:21;Cepheus-1-108Q;96.93;92.07;94.03
2026-06-02 19:44:21;Garnet;99.86;98.74;97.33
2026-06-02 19:44:21;Forte 1;N/A;98.67;99.61
2026-06-03 07:44:25;Cepheus-1-108Q;96.48;92.22;94.19
2026-06-03 07:44:25;Garnet;99.82;98.73;97.04
2026-06-03 07:44:25;Forte 1;N/A;98.67;99.61
2026-06-03 19:44:30;Cepheus-1-108Q;96.48;91.4;93.88
2026-06-03 19:44:30;Garnet;99.86;98.8;96.85
2026-06-03 19:44:30;Forte 1;N/A;98.67;99.61
2026-06-04 07:44:34;Cepheus-1-108Q;95.32;91.51;94.19
2026-06-04 07:44:34;Garnet;99.75;98.58;96.84
2026-06-04 07:44:34;Forte 1;N/A;98.67;99.61
2026-06-04 19:44:38;Cepheus-1-108Q;95.97;91.76;93.8
2026-06-04 19:44:38;Garnet;99.86;98.86;97.42
2026-06-04 19:44:38;Forte 1;N/A;98.67;99.61
2026-06-05 07:44:42;Cepheus-1-108Q;97.38;90.94;94.04
2026-06-05 07:44:42;Garnet;99.86;98.79;97.07
2026-06-05 07:44:42;Forte 1;N/A;98.67;99.61
2026-06-05 19:44:45;Cepheus-1-108Q;96.9;91.11;94.55
2026-06-05 19:44:45;Garnet;99.87;99.01;97.46
2026-06-05 19:44:45;Forte 1;N/A;98.67;99.61
2026-06-06 07:44:50;Cepheus-1-108Q;97.87;91.28;94.55
2026-06-06 07:44:50;Garnet;99.88;98.93;97.36
2026-06-06 07:44:50;Forte 1;N/A;98.67;99.61
2026-06-06 19:44:53;Cepheus-1-108Q;96.91;92.14;94.3
2026-06-06 19:44:53;Garnet;99.85;98.75;97.6
2026-06-06 19:44:53;Forte 1;N/A;98.67;99.61
2026-06-07 07:44:57;Cepheus-1-108Q;97.34;90.91;94.3
2026-06-07 07:44:57;Garnet;99.85;98.23;97.82
2026-06-07 07:44:57;Forte 1;N/A;98.67;99.61
2026-06-07 19:45:01;Cepheus-1-108Q;96.89;91.48;94.63
2026-06-07 19:45:01;Garnet;99.83;98.75;97.19
2026-06-07 19:45:01;Forte 1;N/A;98.67;99.61
2026-06-08 07:45:05;Cepheus-1-108Q;96.93;92.15;94.32
2026-06-08 07:45:05;Garnet;99.86;98.72;97.53
2026-06-08 07:45:05;Forte 1;N/A;98.67;99.61
2026-06-08 19:45:09;Cepheus-1-108Q;96.43;91.34;93.96
2026-06-08 19:45:09;Garnet;99.85;98.7;97.56
2026-06-08 19:45:09;Forte 1;N/A;98.67;99.61
2026-06-09 07:45:13;Cepheus-1-108Q;97.36;91.78;94.13
2026-06-09 07:45:13;Garnet;99.81;98.33;96.91
2026-06-09 07:45:13;Forte 1;N/A;98.67;99.61
2026-06-09 19:45:17;Cepheus-1-108Q;97.41;91.5;94.07
2026-06-09 19:45:17;Garnet;99.82;98.75;97.35
2026-06-09 19:45:17;Forte 1;N/A;98.67;99.61
2026-06-10 07:45:21;Cepheus-1-108Q;97.41;91.5;93.78
2026-06-10 07:45:21;Garnet;99.84;98.72;97.28
2026-06-10 07:45:21;Forte 1;N/A;98.67;99.61
2026-06-10 19:45:25;Cepheus-1-108Q;97.32;91.68;93.8
2026-06-10 19:45:25;Garnet;99.86;98.82;97.44
2026-06-10 19:45:25;Forte 1;N/A;98.67;99.61
2026-06-11 07:45:29;Cepheus-1-108Q;97.36;92.36;93.88
2026-06-11 07:45:29;Garnet;99.86;98.82;97.44
2026-06-11 07:45:29;Forte 1;N/A;98.67;99.61
2026-06-11 19:45:33;Cepheus-1-108Q;96.47;92.36;93.96
2026-06-11 19:45:33;Garnet;99.63;98.15;97.61
2026-06-11 19:45:33;Forte 1;N/A;98.67;99.61
2026-06-12 07:45:36;Cepheus-1-108Q;97.42;92.36;94.1
2026-06-12 07:45:36;Garnet;99.83;98.54;97.54
2026-06-12 07:45:36;Forte 1;N/A;98.67;99.61
2026-06-12 19:45:41;Cepheus-1-108Q;96.48;90.23;94.2
2026-06-12 19:45:41;Garnet;99.89;98.52;96.99
2026-06-12 19:45:41;Forte 1;N/A;98.67;99.61
2026-06-13 07:45:44;Cepheus-1-108Q;96.88;91.01;93.87
2026-06-13 07:45:44;Garnet;99.79;98.21;97.29
2026-06-13 07:45:44;Forte 1;N/A;98.67;99.61
2026-06-13 19:45:49;Cepheus-1-108Q;96.45;91.2;94.01
2026-06-13 19:45:49;Garnet;99.9;99.05;98.0
2026-06-13 19:45:49;Forte 1;N/A;98.67;99.61
2026-06-14 07:45:52;Cepheus-1-108Q;97.82;90.31;94.02
2026-06-14 07:45:52;Garnet;99.88;99.01;97.53
2026-06-14 07:45:52;Forte 1;N/A;98.67;99.61
2026-06-14 19:45:56;Cepheus-1-108Q;96.86;92.19;93.8
2026-06-14 19:45:56;Garnet;99.9;98.96;97.76
2026-06-14 19:45:56;Forte 1;N/A;98.67;99.61
2026-06-15 07:46:00;Cepheus-1-108Q;97.77;90.55;94.09
2026-06-15 07:46:00;Garnet;99.89;98.99;97.72
2026-06-15 07:46:00;Forte 1;N/A;98.67;99.61
2026-06-15 19:46:03;Cepheus-1-108Q;97.77;91.28;94.08
2026-06-15 19:46:03;Garnet;99.88;98.9;97.91
2026-06-15 19:46:03;Forte 1;N/A;98.67;99.61
2026-06-16 07:46:08;Cepheus-1-108Q;97.38;92.46;94.03
2026-06-16 07:46:08;Garnet;99.88;98.94;97.77
2026-06-16 07:46:08;Forte 1;N/A;98.67;99.61
2026-06-16 19:46:11;Cepheus-1-108Q;97.83;92.39;93.88
2026-06-16 19:46:11;Garnet;99.89;98.94;97.71
2026-06-16 19:46:11;Forte 1;N/A;98.67;99.61
2026-06-17 07:46:15;Cepheus-1-108Q;97.37;90.87;93.78
2026-06-17 07:46:15;Garnet;99.87;98.98;97.75
2026-06-17 07:46:15;Forte 1;N/A;98.67;99.61
2026-06-17 19:46:19;Cepheus-1-108Q;97.37;90.86;94.01
2026-06-17 19:46:19;Garnet;99.91;98.71;97.59
2026-06-17 19:46:19;Forte 1;N/A;98.67;99.61
2026-06-18 07:46:23;Cepheus-1-108Q;97.37;92.01;93.99
2026-06-18 07:46:23;Garnet;99.91;98.7;97.57
2026-06-18 07:46:23;Forte 1;N/A;98.67;99.61
2026-06-18 19:46:27;Cepheus-1-108Q;97.79;82.75;94.17
2026-06-18 19:46:27;Garnet;99.9;98.44;97.79
2026-06-18 19:46:27;Forte 1;N/A;98.67;99.61
2026-06-19 07:46:31;Cepheus-1-108Q;97.82;91.38;93.66
2026-06-19 07:46:31;Garnet;99.93;98.8;97.96
2026-06-19 07:46:31;Forte 1;N/A;98.67;99.61
2026-06-19 19:46:35;Cepheus-1-108Q;96.44;90.97;94.01
2026-06-19 19:46:35;Garnet;99.91;98.61;97.91
2026-06-19 19:46:35;Forte 1;N/A;98.67;99.61
2026-06-20 07:46:38;Cepheus-1-108Q;95.98;91.45;93.37
2026-06-20 07:46:38;Garnet;99.9;98.69;97.62
2026-06-20 07:46:38;Forte 1;N/A;98.67;99.61
2026-06-20 19:46:43;Cepheus-1-108Q;96.44;91.04;93.39
2026-06-20 19:46:43;Garnet;99.9;98.7;97.8
2026-06-20 19:46:43;Forte 1;N/A;98.67;99.61
2026-06-21 07:46:46;Cepheus-1-108Q;96.9;90.41;93.72
2026-06-21 07:46:46;Garnet;99.91;98.88;97.31
2026-06-21 07:46:46;Forte 1;N/A;98.67;99.61
2026-06-21 19:46:50;Cepheus-1-108Q;96.39;89.08;93.68
2026-06-21 19:46:50;Garnet;99.92;98.87;97.69
2026-06-21 19:46:50;Forte 1;N/A;98.67;99.61
2026-06-22 07:46:54;Cepheus-1-108Q;95.52;90.67;93.67
2026-06-22 07:46:54;Garnet;99.89;98.66;97.92
2026-06-22 07:46:54;Forte 1;N/A;98.67;99.61
2026-06-22 19:46:57;Cepheus-1-108Q;97.33;90.07;93.65
2026-06-22 19:46:57;Garnet;99.92;98.63;97.74
2026-06-23 07:47:01;Cepheus-1-108Q;96.83;90.72;93.65
2026-06-23 07:47:01;Garnet;99.92;98.91;97.92
2026-06-23 19:47:05;Cepheus-1-108Q;97.3;90.7;93.66
2026-06-23 19:47:05;Garnet;99.92;98.73;97.97
2026-06-24 07:47:09;Cepheus-1-108Q;97.28;91.0;93.7
2026-06-24 07:47:09;Garnet;99.93;98.9;97.98
2026-06-24 19:47:13;Cepheus-1-108Q;96.9;91.03;93.51
2026-06-24 19:47:13;Garnet;99.92;98.84;98.12
2026-06-25 07:47:17;Cepheus-1-108Q;96.85;91.29;93.58
2026-06-25 07:47:17;Garnet;99.91;98.79;97.97
2026-06-25 19:47:21;Cepheus-1-108Q;96.4;90.26;93.51
2026-06-25 19:47:21;Garnet;99.92;98.91;97.99
2026-06-26 07:47:25;Cepheus-1-108Q;97.36;90.59;93.41
2026-06-26 07:47:25;Garnet;99.93;98.94;97.91
2026-06-26 19:47:29;Cepheus-1-108Q;96.68;89.88;93.39
2026-06-26 19:47:29;Garnet;99.92;98.93;98.1
2026-06-27 07:47:32;Cepheus-1-108Q;96.92;90.54;93.6
2026-06-27 07:47:32;Garnet;99.92;98.89;98.02
2026-06-27 19:47:37;Cepheus-1-108Q;96.42;91.27;93.58
2026-06-27 19:47:37;Garnet;99.93;98.92;98.18
2026-06-28 07:47:40;Cepheus-1-108Q;95.89;91.16;93.58
2026-06-28 07:47:40;Garnet;99.92;98.63;97.72
2026-06-28 19:47:44;Cepheus-1-108Q;95.55;90.28;93.92
2026-06-28 19:47:44;Garnet;99.91;98.9;98.0
2026-06-29 07:47:48;Cepheus-1-108Q;97.38;90.45;93.89
2026-06-29 07:47:48;Garnet;99.93;98.91;98.2
2026-06-29 19:47:51;Cepheus-1-108Q;96.45;90.71;93.89
2026-06-29 19:47:51;Garnet;99.93;98.98;98.24
2026-06-30 07:47:55;Cepheus-1-108Q;96.91;90.0;93.72
2026-06-30 07:47:55;Garnet;99.91;98.89;98.03
